DeliveryID,DateKey,ProductID,DistributionCenterID,CarrierID,DeliveredOrders,DelayedOrders,ReturnedOrders,Revenue,AverageDeliveryDays,PenaltyCost
2147,20240508,8,3,5,65,2,1,61030.09,2.1,93.58
2248,20240508,1,3,4,47,7,2,37709.96,6.3,634.69
2368,20240508,1,5,3,50,3,0,45848.41,1.9,206.76
2370,20240508,1,6,5,85,8,1,76295.27,5.2,711.45
230,20240509,1,2,5,49,3,0,44949.06,4.3,252.97
661,20240509,3,6,4,34,10,1,32199.08,6.3,548.14
1174,20240509,4,1,1,24,1,0,13865.64,1.8,44.61
1405,20240509,1,1,1,79,5,0,65295.42,3.8,238.95
1883,20240509,3,5,1,18,1,0,17536.37,4.5,88.26
2032,20240509,2,2,2,99,0,1,114449.37,1.8,0.0
2275,20240509,10,5,1,75,6,4,137165.68,5.5,526.96
1702,20240510,12,6,5,108,13,2,74343.85,6.3,1177.13
251,20240511,11,3,4,35,8,0,37999.87,6.6,694.13
392,20240511,2,6,4,38,9,1,46677.79,6.8,403.98
1886,20240511,10,1,5,98,7,4,161781.93,1.9,284.35
2381,20240511,11,3,3,83,4,0,86676.07,4.7,184.56
349,20240512,5,3,3,112,10,1,153209.57,3.5,736.75
469,20240512,11,5,2,47,3,2,50209.16,3.7,284.14
564,20240512,1,6,5,76,10,1,61206.65,4.8,416.59
1106,20240512,11,1,3,84,4,2,90996.6,3.3,286.76
23,20240513,2,6,2,36,2,0,44229.95,5.9,72.02
635,20240513,2,4,5,101,7,2,116128.28,3.0,646.71
1639,20240513,4,1,4,118,31,9,74825.77,7.8,2775.09
1929,20240513,1,1,1,102,6,3,81142.56,5.0,250.73
912,20240514,5,6,5,107,16,0,163656.83,4.0,1255.97
2385,20240514,11,2,4,87,15,1,89493.82,5.2,1263.68
1432,20240515,3,4,4,118,10,5,123361.16,4.8,874.2
1663,20240515,8,2,5,91,5,3,84600.41,5.4,364.03
1798,20240515,2,3,5,105,4,2,130794.62,4.3,290.41
1891,20240515,1,3,3,68,2,0,55870.38,4.5,114.58
1345,20240516,3,1,1,79,4,3,80792.81,2.9,225.97
1960,20240516,12,6,1,24,4,0,16131.86,4.7,379.89
253,20240517,12,6,5,105,13,1,74131.85,7.0,989.43
1326,20240517,12,2,2,26,1,0,16500.81,1.9,70.7
1534,20240517,9,1,3,85,5,1,42910.25,2.6,437.18
72,20240518,2,6,1,102,8,1,132106.35,5.6,535.47
1651,20240518,4,5,2,108,7,6,69174.6,2.1,474.75
2071,20240518,5,1,5,39,2,1,59037.66,2.2,146.18
1523,20240519,6,1,4,42,5,3,83692.94,4.9,248.45
523,20240520,2,5,5,91,14,1,106417.18,3.6,703.66
1113,20240520,2,5,3,81,8,3,102120.5,4.3,293.41
1178,20240520,11,1,1,63,2,1,69489.92,2.9,76.39
2220,20240520,11,2,2,29,1,1,32449.67,4.2,45.49
2392,20240520,12,6,1,54,3,0,35985.06,5.9,136.95
888,20240521,3,2,5,42,3,0,39202.14,3.2,116.9
52,20240522,11,5,3,57,3,0,66672.44,4.7,163.04
543,20240522,10,4,5,58,5,3,101769.14,3.7,306.24
1115,20240522,4,4,1,49,6,2,31194.57,3.1,297.45
398,20240523,7,6,3,52,4,0,41008.96,4.3,249.07
993,20240523,10,3,2,44,4,2,79919.57,1.0,295.59
1770,20240523,9,2,5,59,1,2,32517.9,5.4,83.07
838,20240524,12,3,1,46,3,0,32420.35,1.3,162.61
1787,20240524,4,4,4,72,13,4,46573.1,6.6,650.08
2094,20240524,4,5,5,114,8,6,68081.24,2.8,411.76
1704,20240525,1,4,5,62,2,0,54422.28,3.9,158.41
102,20240526,2,4,2,36,1,1,41439.73,2.9,39.29
426,20240526,11,3,3,36,2,0,40703.12,3.2,153.28
1085,20240526,5,1,4,80,11,2,108715.65,3.7,946.84
9,20240527,6,3,3,65,5,1,138362.28,1.7,415.53
224,20240527,12,3,4,64,7,1,40180.6,4.6,266.97
653,20240527,10,6,2,83,10,6,134125.07,4.3,731.41
664,20240527,2,2,3,33,3,0,39171.02,1.5,195.15
872,20240527,5,4,2,81,3,1,108152.85,4.0,160.21
1364,20240527,8,1,2,15,0,0,13278.0,5.1,0.0
1796,20240527,6,3,3,110,6,2,236480.5,2.3,556.63
2349,20240527,11,2,5,33,4,0,37907.23,4.1,302.61
339,20240528,6,1,2,80,8,1,162421.1,4.1,389.18
2116,20240528,10,6,1,69,8,3,116568.91,3.7,699.29
1740,20240529,7,1,2,103,8,1,73057.05,4.1,595.83
1474,20240531,6,6,1,46,6,1,103456.82,4.6,295.29
1872,20240531,7,3,1,115,7,1,84712.39,4.4,326.24
1940,20240531,7,3,3,94,7,0,68075.33,5.1,391.72
735,20240601,9,1,4,46,8,1,23505.25,5.8,508.83
1072,20240601,9,3,1,97,8,1,52470.39,2.5,329.36
2360,20240601,9,1,4,85,13,1,48306.05,5.5,786.64
1745,20240602,2,2,1,87,6,0,99382.39,4.9,405.79
1989,20240602,5,2,3,110,11,4,150519.4,4.3,872.41
2277,20240602,7,5,2,82,4,1,67242.83,2.5,320.71
1988,20240603,1,1,2,27,2,1,23515.15,4.3,86.31
1710,20240604,4,1,3,45,4,2,26819.55,4.3,176.06
142,20240605,12,3,2,60,2,0,43654.3,1.8,127.71
1395,20240606,11,2,1,47,2,0,49683.33,3.4,90.39
1582,20240607,2,2,2,60,4,1,72744.82,4.0,258.43
964,20240608,10,1,2,47,3,2,83436.32,4.1,131.42
2194,20240608,9,5,3,27,2,0,15483.25,2.7,152.19
903,20240609,8,2,1,84,7,1,73884.34,6.2,279.95
1355,20240609,1,1,5,25,0,0,21981.89,1.7,0.0
2358,20240609,2,5,2,31,1,0,34359.77,3.6,48.76
2394,20240610,4,6,1,76,14,3,49914.3,3.0,1267.99
1257,20240611,7,1,5,83,2,1,63172.31,1.0,82.28
1839,20240611,10,5,5,118,5,0,207042.14,5.2,279.19
2299,20240611,4,2,5,96,10,6,56354.83,5.1,876.45
363,20240612,5,2,3,96,5,1,141168.87,2.6,266.21
2241,20240612,11,4,3,71,3,3,80858.36,5.0,180.14
976,20240613,7,6,4,73,20,1,54252.01,6.3,1053.68
78,20240614,3,3,5,28,1,0,25709.37,3.5,64.83
2315,20240614,1,4,4,24,6,1,21860.28,5.9,520.72
32,20240615,7,1,4,16,2,1,11828.56,3.2,142.33
567,20240615,3,1,5,53,5,1,54540.71,4.6,439.19
1512,20240615,12,2,4,108,19,2,75492.79,6.0,1037.22
412,20240616,4,1,1,61,7,7,35738.06,4.3,376.3
1503,20240616,7,1,5,118,9,2,87907.91,3.6,716.68
326,20240617,8,5,1,66,3,0,54836.56,2.0,223.94
1479,20240617,3,1,3,93,9,0,97711.71,2.7,513.32
1545,20240617,2,2,3,87,2,0,98651.6,1.8,122.04
1656,20240618,5,2,1,96,3,2,145797.69,3.1,172.67
486,20240619,2,4,4,48,3,2,56992.63,5.7,137.58
626,20240619,8,2,5,94,4,0,77959.72,3.3,185.65
1112,20240619,7,3,1,113,9,0,92550.08,2.8,500.41
1291,20240619,5,2,3,65,2,0,92622.67,5.1,157.98
1877,20240619,1,5,4,21,6,2,18057.96,5.0,258.42
2175,20240619,9,2,2,65,4,1,35099.99,5.2,266.84
148,20240620,8,4,2,76,4,1,66378.55,2.7,264.07
1288,20240620,12,3,3,93,5,1,63242.79,3.8,268.69
1386,20240620,7,6,1,40,2,0,28685.14,6.4,187.92
1817,20240620,6,3,2,97,5,2,219469.5,2.9,392.47
2209,20240620,11,6,2,102,20,0,114090.67,6.3,703.35
2293,20240620,12,3,3,32,1,0,21884.08,5.1,68.04
327,20240621,2,2,2,75,3,1,94176.67,5.0,170.82
637,20240621,10,3,2,115,6,1,212496.96,4.5,483.65
719,20240621,1,4,1,23,1,2,18157.92,3.1,93.9
1609,20240621,3,4,4,71,13,2,72709.71,3.9,459.4
510,20240622,5,3,4,101,13,3,147876.52,5.2,477.08
566,20240622,8,1,4,59,10,3,53614.95,7.0,679.54
1308,20240622,10,5,3,33,1,2,57330.89,3.2,44.24
189,20240623,12,6,2,86,12,0,60492.37,6.6,1119.35
854,20240623,5,3,4,29,3,1,40937.35,5.5,118.48
1265,20240623,7,3,3,100,7,5,81648.38,3.5,280.54
97,20240624,10,6,2,60,4,0,98349.15,6.2,140.68
593,20240624,3,5,4,16,2,1,16131.05,6.7,90.98
1047,20240624,4,1,3,52,4,3,29960.9,4.3,297.53
2182,20240624,12,4,3,117,6,1,78216.3,3.5,471.83
384,20240625,11,6,2,105,12,2,123632.07,5.8,972.24
832,20240625,3,4,3,62,3,0,60633.78,5.4,155.86
1251,20240625,2,3,3,29,2,1,34459.57,3.2,189.32
1402,20240625,7,6,3,33,4,0,25159.2,4.2,156.46
1542,20240625,4,6,2,30,6,1,19493.18,5.8,324.68
1506,20240626,10,3,4,52,9,2,93264.77,7.0,707.34
315,20240627,7,2,2,70,5,0,52034.3,2.6,313.04
1107,20240627,11,3,3,81,3,0,90621.27,4.6,259.75
1124,20240627,3,6,2,23,2,0,22151.42,4.2,121.6
1709,20240627,7,5,2,54,5,0,39107.77,3.4,415.88
1786,20240627,7,4,5,71,4,0,53996.86,2.4,334.08
1811,20240627,2,3,3,24,1,0,29734.15,1.9,36.54
1906,20240627,10,1,1,95,6,5,162131.32,3.9,279.68
2162,20240627,6,3,5,48,2,1,100620.1,4.5,72.4
2253,20240627,4,5,4,68,11,4,40429.38,4.9,990.16
119,20240628,2,6,3,73,13,1,89742.71,5.2,602.56
831,20240628,11,3,2,76,9,3,78804.13,2.5,743.72
857,20240628,3,5,4,52,5,1,54988.82,5.4,221.64
1013,20240628,3,2,5,18,3,0,18273.22,3.0,153.66
1454,20240628,5,4,1,47,4,1,70374.38,4.2,231.62
1892,20240628,12,5,2,22,1,0,14989.9,5.7,49.97
989,20240629,4,4,1,114,10,10,72099.2,2.1,656.58
1515,20240629,10,6,3,74,11,2,130186.74,4.6,475.02
2100,20240629,5,5,3,98,7,0,148599.59,2.9,581.56
508,20240630,12,5,2,27,3,0,18077.2,3.9,189.41
925,20240630,6,2,4,57,13,0,123386.26,4.6,1004.91
1563,20240630,8,5,4,72,15,0,68149.14,4.5,991.51
1904,20240630,1,1,4,55,10,1,44776.8,4.8,720.05
568,20240701,3,4,3,20,2,1,18567.29,5.1,174.29
617,20240701,7,3,3,76,3,2,61845.37,3.0,156.31
2237,20240701,10,1,1,99,5,3,186823.08,4.6,394.64
483,20240702,7,5,5,38,4,0,27885.2,4.6,352.9
1413,20240702,9,4,2,18,2,0,9051.58,4.4,104.38
1818,20240703,5,4,4,21,4,1,31532.4,5.5,326.94
2399,20240703,5,2,3,52,1,0,69370.39,3.7,58.26
696,20240704,10,2,1,66,5,3,116116.83,3.5,285.74
1562,20240704,11,6,3,89,10,0,105568.2,4.6,776.9
1660,20240704,8,3,1,47,3,1,39323.57,5.7,109.84
1852,20240704,5,6,3,108,12,2,150779.75,7.0,1098.64
1942,20240704,6,6,2,99,14,1,219336.99,4.3,1261.54
919,20240705,4,1,3,70,10,3,43732.48,3.3,484.59
1307,20240705,2,1,3,109,6,2,120699.06,2.8,283.77
1425,20240705,8,3,2,24,0,0,21393.52,6.2,0.0
2126,20240705,6,1,3,83,5,0,162503.12,2.1,348.85
346,20240706,5,5,4,48,8,2,65248.22,5.2,366.89
933,20240707,3,6,4,92,23,4,96050.52,7.7,1190.21
2079,20240707,11,4,5,23,2,0,26058.98,4.0,100.34
2188,20240707,4,4,5,104,13,3,64213.18,4.4,461.91
2346,20240707,4,2,1,71,3,4,44093.72,4.8,265.16
1179,20240708,11,2,5,45,2,0,47388.28,3.8,145.01
1804,20240708,2,2,3,25,2,0,30628.85,4.5,137.2
211,20240709,12,6,1,119,9,0,78181.88,6.3,646.78
1502,20240709,12,1,1,45,3,1,31424.88,2.6,214.26
380,20240710,1,3,4,25,5,2,21654.98,6.7,302.09
209,20240711,7,5,3,30,0,1,24087.48,3.5,0.0
1297,20240711,4,5,5,92,11,4,58036.18,4.8,1024.42
1459,20240711,4,5,2,108,12,7,66625.71,3.0,494.38
1621,20240712,2,4,3,79,2,5,87380.82,4.5,183.31
1701,20240712,2,1,1,119,8,3,151616.93,2.7,630.53
1882,20240712,11,3,1,91,2,0,94003.06,3.7,175.79
206,20240713,10,6,3,34,5,1,57965.63,4.9,184.6
618,20240713,3,2,3,69,6,0,70019.05,3.0,307.06
1261,20240713,7,3,4,17,0,1,13528.26,7.5,0.0
292,20240714,8,3,4,99,21,4,81668.56,5.6,1439.29
1429,20240714,9,1,2,52,4,0,29993.78,3.0,377.16
1673,20240714,11,3,5,69,4,2,78194.97,4.1,249.21
2301,20240714,11,3,5,111,6,2,126357.15,3.5,529.38
509,20240715,2,1,3,72,2,1,87591.04,3.3,75.65
1011,20240715,1,5,4,53,10,4,48639.54,5.7,827.46
1123,20240715,10,4,4,18,8,1,30739.22,5.4,489.32
2333,20240715,10,5,3,22,2,1,41153.04,3.8,120.92
744,20240716,7,5,1,81,5,0,62439.04,2.5,305.84
890,20240716,3,2,3,63,1,1,58776.12,3.2,93.63
2238,20240716,6,4,3,107,3,2,241798.24,4.6,150.68
779,20240717,3,3,3,48,2,0,49023.69,3.8,127.14
216,20240718,9,6,4,27,4,0,13731.66,5.8,223.28
1640,20240718,5,2,3,22,1,0,31552.4,4.7,65.42
505,20240719,8,2,5,66,1,2,62268.53,2.5,91.01
1322,20240719,7,4,5,87,6,1,71385.92,3.2,550.45
1491,20240719,7,3,2,76,2,3,58952.46,3.4,154.03
281,20240720,2,2,4,57,11,3,70683.25,4.5,971.22
2106,20240720,5,1,1,17,1,0,23912.68,4.4,47.72
39,20240721,11,6,2,110,12,1,123619.42,3.5,933.08
111,20240721,3,6,5,28,1,2,28108.32,5.7,35.77
143,20240721,12,6,5,71,6,1,51831.8,3.9,360.78
950,20240722,10,1,1,55,1,1,98124.38,2.5,35.4
1192,20240722,4,3,3,58,8,4,33912.84,3.6,468.32
1794,20240722,1,5,3,28,1,0,25539.8,4.7,81.88
2045,20240722,9,2,4,65,17,0,36767.87,2.9,964.61
413,20240723,3,3,3,84,3,1,76940.34,3.3,106.05
152,20240724,4,1,5,73,10,6,48323.23,5.0,610.48
314,20240724,7,1,2,106,6,0,76252.68,1.9,233.21
399,20240724,9,4,1,74,3,0,37531.31,4.6,162.65
1028,20240724,11,5,3,82,0,1,84813.59,3.9,0.0
1551,20240724,5,3,2,15,0,0,22165.9,2.8,0.0
1999,20240724,1,3,1,75,7,0,65332.47,3.3,356.63
2000,20240724,8,4,2,56,2,1,46674.42,2.0,155.19
2109,20240724,4,1,4,60,11,6,35924.9,5.9,1028.12
2111,20240724,4,4,4,81,19,5,53652.14,5.8,917.01
2311,20240724,4,1,2,37,3,1,21341.64,2.9,163.8
573,20240725,8,3,3,69,5,0,57140.61,3.6,196.56
1917,20240725,12,4,2,60,3,1,39055.93,2.9,192.14
814,20240726,12,2,3,20,1,2,13245.36,4.6,65.17
1382,20240726,3,6,1,48,4,1,47970.49,4.8,338.74
1410,20240726,8,4,1,107,3,2,97891.64,1.7,265.54
2110,20240726,12,6,3,19,5,0,12485.52,5.1,322.7
299,20240727,2,6,3,84,9,1,94258.8,4.7,560.95
534,20240727,6,6,3,81,7,0,163146.43,6.4,511.81
1209,20240727,8,1,1,27,3,1,22310.54,3.7,156.45
450,20240728,5,4,4,82,13,1,113955.47,4.2,936.16
1993,20240728,1,6,5,85,10,1,73772.85,4.9,627.59
2193,20240728,1,2,3,46,3,0,38346.28,3.0,140.02
2219,20240728,8,3,1,96,8,1,84663.15,2.0,382.88
96,20240729,3,3,2,84,4,1,76034.23,3.8,370.08
481,20240729,1,5,2,28,2,0,22189.6,1.6,169.51
660,20240729,4,6,5,118,17,7,74947.97,6.7,1355.62
855,20240729,3,2,4,20,2,1,20086.14,6.9,74.47
1230,20240729,10,2,3,92,4,2,167956.05,3.9,204.3
495,20240730,4,6,4,100,28,6,65731.3,5.9,2548.34
841,20240730,3,5,5,67,3,0,66803.03,3.7,215.14
1483,20240730,7,4,1,85,7,3,61519.0,1.0,630.51
2041,20240730,4,2,2,68,7,5,40288.08,3.3,528.13
2186,20240730,8,6,4,69,17,0,62664.53,5.8,1492.11
2229,20240730,10,3,3,81,3,2,138372.69,4.9,138.24
2398,20240730,2,6,5,106,14,0,133874.17,4.6,792.93
342,20240731,2,1,5,81,4,1,91633.04,3.8,140.74
1561,20240731,12,4,5,64,3,3,44367.52,5.3,117.57
2197,20240731,11,3,2,62,2,2,68685.22,3.4,178.69
1114,20240801,2,1,5,78,4,2,98015.04,3.9,318.46
154,20240802,3,1,2,38,1,1,39907.42,3.4,78.11
1451,20240802,9,5,5,105,7,0,52387.75,5.0,643.27
271,20240803,10,6,4,83,19,2,141233.22,5.9,903.41
796,20240803,3,3,3,51,3,0,51689.89,3.4,173.08
1646,20240803,1,5,4,83,12,5,74050.09,6.1,434.1
1820,20240803,2,1,2,80,4,2,100127.4,4.8,262.3
2255,20240803,2,6,2,92,10,2,111570.26,5.1,807.51
419,20240804,2,1,2,101,6,1,124091.4,3.4,221.68
1338,20240804,7,5,4,69,11,2,51470.31,6.3,1027.2
1581,20240804,6,2,3,58,5,1,118350.77,4.4,314.96
1862,20240804,3,6,4,44,12,0,41045.19,6.3,934.37
1907,20240804,9,1,3,50,2,0,25936.55,2.0,187.55
638,20240805,2,1,4,20,0,0,23313.58,5.4,0.0
1239,20240805,1,3,2,19,0,0,16935.44,5.0,0.0
2273,20240805,3,4,4,17,2,0,17638.04,3.8,134.31
353,20240806,7,2,3,21,1,0,14773.53,3.0,94.96
971,20240806,12,2,5,98,10,4,68228.69,2.4,564.26
1316,20240806,4,1,3,83,9,8,47932.3,3.7,538.67
1400,20240806,1,2,4,42,6,1,36432.35,5.6,357.02
263,20240807,2,4,2,106,3,2,124049.22,3.0,208.87
442,20240807,9,6,4,112,22,4,63592.92,5.5,1039.45
1403,20240807,10,2,2,82,1,5,146561.87,1.8,82.43
190,20240808,5,6,4,88,21,4,128843.72,5.2,1558.53
307,20240808,9,5,1,108,8,1,57030.28,2.6,379.89
802,20240808,11,6,4,42,13,0,43910.02,6.7,1100.26
928,20240808,3,1,3,108,5,2,111902.04,2.9,213.44
1367,20240808,9,2,4,113,24,1,62118.63,6.8,1985.12
1476,20240808,8,1,1,79,4,0,70663.12,2.0,349.67
1601,20240808,4,4,4,119,26,4,72556.8,6.5,1879.41
1823,20240808,10,5,4,109,14,7,193308.23,3.0,1147.62
2021,20240809,9,5,1,101,5,1,55784.44,2.9,450.36
2052,20240809,4,4,4,31,10,2,20549.85,4.6,478.97
136,20240810,12,4,1,40,1,0,26664.19,4.4,74.31
952,20240810,12,2,3,95,7,2,66344.69,4.3,355.11
1155,20240810,5,5,3,93,10,2,126827.84,3.9,740.87
1838,20240810,2,1,4,25,6,0,30333.32,7.9,422.25
2089,20240810,8,1,2,30,0,0,28097.65,4.6,0.0
226,20240811,7,1,5,56,1,0,42516.54,4.0,43.25
1105,20240811,1,2,2,71,4,0,63370.71,3.6,149.26
1391,20240811,2,6,3,52,8,0,61227.69,4.4,420.37
2187,20240811,3,4,4,71,14,2,66442.41,3.3,1175.98
1186,20240812,3,2,3,118,5,3,123744.92,4.5,416.28
1779,20240812,6,1,4,26,3,1,51791.76,7.0,115.91
2127,20240812,1,3,1,88,5,1,75962.68,3.4,423.23
239,20240813,2,6,3,25,5,2,29175.95,4.8,367.84
2309,20240813,10,2,5,70,3,2,114612.22,5.1,241.86
2355,20240813,3,3,3,53,1,1,51453.64,2.8,74.95
333,20240814,12,3,5,16,1,0,11628.37,4.5,49.7
400,20240814,5,6,2,80,3,0,119121.68,6.6,225.38
526,20240814,3,3,4,47,7,1,48491.81,5.5,348.8
1060,20240815,5,5,5,51,2,0,77942.07,4.1,116.83
88,20240816,1,4,1,60,2,0,49299.74,5.0,116.3
749,20240816,12,2,3,93,4,1,66883.86,3.0,255.54
1462,20240816,8,3,1,51,6,0,46997.83,3.9,447.07
1821,20240816,2,1,4,72,9,2,87561.43,5.5,456.36
447,20240817,11,4,3,64,5,3,70723.56,3.3,460.63
748,20240817,11,1,1,19,0,0,19674.84,3.3,0.0
1014,20240817,2,6,4,120,26,2,147312.93,8.6,1705.62
1034,20240817,5,2,3,19,0,0,27660.85,3.4,0.0
309,20240818,9,2,4,81,16,1,43879.69,5.2,641.56
368,20240818,12,2,2,32,4,0,20269.27,3.0,185.7
799,20240818,12,5,1,37,3,2,23660.71,3.4,275.59
338,20240819,3,4,4,18,5,0,17151.39,6.3,390.51
968,20240819,4,2,2,55,8,6,33429.31,3.4,517.88
988,20240819,9,4,1,85,3,1,47487.81,3.2,149.04
1177,20240819,8,6,1,57,6,0,53863.46,5.0,404.98
1604,20240819,6,6,4,22,7,0,46404.62,5.1,386.69
2167,20240819,9,6,2,90,11,3,47585.23,4.8,652.97
525,20240820,6,6,5,111,8,4,216101.65,4.2,422.55
554,20240820,6,3,1,66,6,1,139015.92,3.8,297.22
1576,20240820,9,6,1,46,2,0,25952.82,5.3,146.11
1586,20240820,5,4,3,76,5,1,114622.65,4.8,361.24
2272,20240820,9,5,4,73,10,4,36370.16,4.5,554.8
1435,20240821,2,5,5,66,3,1,75981.05,3.4,210.16
1439,20240821,12,6,4,80,22,1,51988.22,7.3,1806.75
1527,20240821,7,1,5,43,1,0,32999.44,4.2,39.15
1756,20240821,3,4,2,76,4,1,75741.92,4.0,183.8
2016,20240821,6,2,2,103,5,0,209150.84,3.7,176.72
167,20240822,10,2,4,52,9,4,89611.39,6.2,640.11
321,20240822,8,5,1,38,1,1,31532.09,4.5,69.69
403,20240822,12,6,2,70,11,1,45029.83,2.7,614.73
595,20240822,10,4,1,110,5,4,199163.7,3.3,427.57
2130,20240822,7,5,3,86,7,1,65084.46,4.2,316.85
2271,20240822,2,2,2,39,3,1,44877.07,3.0,254.13
1404,20240823,1,2,4,68,16,2,56982.67,5.4,1352.48
1504,20240823,1,4,1,21,3,0,17334.96,2.5,260.12
1950,20240823,5,4,5,38,4,0,55754.8,3.2,373.0
2152,20240823,1,3,1,65,4,2,58929.98,2.9,195.81
2292,20240823,1,3,1,43,3,1,35907.49,4.8,269.83
607,20240824,8,5,2,107,1,0,90475.48,4.5,83.47
2283,20240824,9,5,1,81,3,1,45340.96,3.3,273.94
1249,20240825,12,2,5,112,7,3,71775.48,3.3,554.52
1388,20240825,1,6,3,49,5,0,42676.57,3.9,417.59
2083,20240825,11,5,1,114,9,2,132403.37,2.7,793.77
66,20240826,3,4,3,87,8,1,87920.26,2.8,546.21
2092,20240826,3,3,5,109,3,3,108953.45,4.9,175.78
2307,20240826,6,1,1,103,11,2,203387.09,4.9,747.21
632,20240827,4,2,2,113,15,7,70222.24,3.4,992.89
2151,20240827,1,5,4,26,6,0,22222.28,6.6,532.58
2347,20240827,10,6,1,65,4,1,109169.35,4.9,339.77
646,20240828,11,3,2,60,6,4,68008.04,3.6,499.52
1095,20240828,12,4,1,94,5,0,61422.51,3.0,219.56
1915,20240828,10,6,3,94,7,4,170635.33,5.0,306.91
77,20240829,7,3,2,101,7,3,80192.36,2.3,575.07
254,20240829,5,6,5,37,4,0,51208.58,4.1,231.33
1514,20240829,7,1,5,47,5,1,37684.8,3.5,207.08
2069,20240829,11,5,4,80,13,2,82620.95,4.6,1145.53
294,20240830,6,6,2,78,18,0,152055.49,4.4,687.12
1145,20240830,1,2,2,102,8,2,85748.19,2.8,597.56
1777,20240830,4,1,4,117,27,10,72179.45,4.5,972.36
738,20240831,6,6,3,28,4,0,62018.88,4.7,299.21
1069,20240831,7,6,1,57,5,0,44075.08,5.4,359.02
1494,20240831,3,5,4,117,17,3,123831.83,4.1,1341.77
1511,20240831,3,3,2,45,3,0,43981.61,3.3,203.76
1905,20240831,9,6,2,45,8,0,22961.49,3.6,476.65
169,20240901,5,1,1,89,4,3,137023.12,3.0,160.06
487,20240901,12,2,1,73,10,0,47484.17,1.3,497.45
1030,20240901,4,3,4,51,8,4,32025.92,5.4,457.96
2160,20240901,8,4,5,44,1,1,40988.7,3.1,72.75
371,20240902,8,4,4,36,7,1,34380.9,4.4,511.28
2204,20240902,10,4,3,17,1,0,30155.38,3.1,44.15
2367,20240903,7,4,2,79,2,2,57428.11,2.9,181.22
199,20240904,12,5,1,90,5,0,56705.43,3.9,374.44
627,20240904,2,5,2,51,4,0,64984.83,4.8,308.75
1142,20240904,7,3,5,30,3,0,21650.78,2.1,262.52
1176,20240904,9,4,1,35,4,0,18144.76,5.6,326.21
1771,20240904,5,6,4,103,31,1,143361.15,6.8,1848.14
2323,20240904,12,4,5,23,0,3,14885.52,3.1,0.0
1160,20240905,6,6,5,102,14,0,222897.72,5.2,1217.63
1782,20240905,5,3,3,72,4,0,106679.43,3.9,316.48
1900,20240905,2,3,2,117,11,2,144839.97,3.4,773.61
1330,20240906,8,3,4,20,3,3,17308.48,3.5,196.44
1974,20240906,10,4,3,108,9,5,183874.56,2.9,548.56
197,20240907,7,5,3,81,7,1,65588.97,5.5,644.24
991,20240907,4,5,2,119,13,6,69954.63,4.6,544.77
1372,20240907,4,2,1,111,12,9,73781.91,2.2,488.25
1711,20240907,1,2,2,116,5,3,101790.42,2.8,189.1
1978,20240907,4,3,4,101,20,9,58614.52,4.0,805.88
2030,20240907,12,2,2,70,4,0,44168.76,5.5,337.15
2074,20240907,2,2,2,107,1,1,134560.27,3.1,67.45
2327,20240907,2,6,5,31,4,1,34964.01,5.1,331.8
1357,20240908,8,1,5,70,5,0,67091.51,5.0,188.99
1647,20240908,6,2,2,32,3,1,66657.34,2.8,233.63
1793,20240908,9,3,5,33,3,2,18525.06,3.3,170.33
268,20240910,12,1,3,41,4,0,29950.33,3.3,200.23
1236,20240910,6,1,1,116,7,2,252268.58,2.9,439.26
1383,20240910,2,2,2,112,9,2,132034.64,3.8,814.73
1407,20240910,2,5,2,64,2,2,72478.52,5.4,113.37
1592,20240910,10,3,3,82,5,2,133670.56,4.3,176.1
139,20240911,7,2,1,112,4,0,90965.89,4.4,373.52
1312,20240911,12,3,1,71,3,0,49295.77,3.8,124.67
1757,20240911,9,1,4,45,7,2,23351.43,4.7,315.96
979,20240913,11,5,4,68,17,1,75159.82,6.0,1095.58
1363,20240913,7,2,5,24,0,0,17017.48,3.0,0.0
2282,20240915,3,6,2,88,8,2,86048.37,4.1,601.83
44,20240916,3,2,2,44,8,0,44545.69,4.4,512.02
1831,20240916,1,3,2,57,4,0,47979.51,3.1,295.12
521,20240918,4,2,1,74,6,4,48521.22,2.7,417.2
1685,20240919,7,5,1,81,6,2,60944.3,3.1,526.68
1699,20240919,10,2,4,44,7,3,71830.02,4.1,453.59
1927,20240919,11,6,5,51,8,2,57437.63,3.4,393.8
765,20240920,2,1,1,77,4,0,95849.29,2.2,230.93
998,20240920,12,4,4,42,8,1,29765.59,6.1,333.75
194,20240921,2,4,2,38,2,1,44503.31,1.9,117.41
1572,20240921,12,1,5,115,2,2,74220.53,3.2,79.84
1925,20240921,12,2,1,51,3,0,35587.26,2.9,190.51
2053,20240921,6,5,2,65,4,2,139352.93,2.4,370.8
301,20240922,11,4,5,76,3,1,85106.39,2.3,217.78
1773,20240922,7,1,2,95,5,2,71066.48,3.8,261.57
2145,20240922,6,5,5,76,3,1,160006.14,3.6,171.5
2191,20240922,9,4,2,89,9,1,45678.96,3.9,638.31
53,20240923,2,1,4,103,20,1,119109.76,5.8,1493.77
746,20240923,7,6,3,103,13,1,75479.52,4.0,1224.61
1052,20240923,1,4,1,30,0,0,24435.48,3.2,0.0
201,20240924,11,2,4,90,14,6,106422.09,6.0,1039.49
630,20240924,11,6,2,27,6,0,30750.45,4.2,525.03
1138,20240924,2,4,3,102,6,5,123182.55,2.0,514.53
